Dataset,Retriever,Question,Gold Answer,LLM Answer,Claim,Claim Label,Entailment Score,Contradiction Score,Evidence Preview
v1,bm25_v1+LLM,What year did the Denver Broncos secure a Super Bowl title for the third time?,2015,The Super Bowl was won by the Denver Broncos in Super Bowl XLVIII. The Broncos won the game by a score of 1–1. The Broncos won the game by a score of 1–0. The Broncos won the game by a score of 1–0. The Broncos won the game,The Broncos won the game by a score of 1–1.,contradicted,0.09015003591775894,0.9965380430221558,the Super Bowl with as a player. Super Bowl 50 was an American football game to determine the champion of the National Football League (NFL) for the 2015 season. The American Football Conference (AFC) champion Denver Broncos defeated the National Football Conference (NFC) champion Carolina Panthers 
v1,bm25_v1+LLM,What year did the Denver Broncos secure a Super Bowl title for the third time?,2015,The Super Bowl was won by the Denver Broncos in Super Bowl XLVIII. The Broncos won the game by a score of 1–1. The Broncos won the game by a score of 1–0. The Broncos won the game by a score of 1–0. The Broncos won the game,The Broncos won the game by a score of 1–0.,contradicted,0.04100009799003601,0.9990742206573486,the Super Bowl with as a player. Super Bowl 50 was an American football game to determine the champion of the National Football League (NFL) for the 2015 season. The American Football Conference (AFC) champion Denver Broncos defeated the National Football Conference (NFC) champion Carolina Panthers 
v1,bm25_v1+LLM,What year did the Denver Broncos secure a Super Bowl title for the third time?,2015,The Super Bowl was won by the Denver Broncos in Super Bowl XLVIII. The Broncos won the game by a score of 1–1. The Broncos won the game by a score of 1–0. The Broncos won the game by a score of 1–0. The Broncos won the game,The Broncos won the game,supported,0.9598891139030457,0.11480424553155899,the Super Bowl with as a player. Super Bowl 50 was an American football game to determine the champion of the National Football League (NFL) for the 2015 season. The American Football Conference (AFC) champion Denver Broncos defeated the National Football Conference (NFC) champion Carolina Panthers 
v1,dpr_v1+LLM,What year did the Denver Broncos secure a Super Bowl title for the third time?,2015,"The Broncos were in the AFC Championship Game, and they won. They were in the NFC Championship Game, and they won. They were in the NFC Championship Game, and they won. They were in the NFC Championship Game, and they won. They were in the NFC Championship Game, and they won","The Broncos were in the AFC Championship Game,",contradicted,0.9509232044219971,0.9784561395645142,"The Broncos took an early lead in Super Bowl 50 and never trailed. Newton was limited by Denver's defense, which sacked him seven times and forced him into three turnovers, including a fumble which they recovered for a touchdown. Denver linebacker Von Miller was named Super Bowl MVP, recording five "
v1,dpr_v1+LLM,What year did the Denver Broncos secure a Super Bowl title for the third time?,2015,"The Broncos were in the AFC Championship Game, and they won. They were in the NFC Championship Game, and they won. They were in the NFC Championship Game, and they won. They were in the NFC Championship Game, and they won. They were in the NFC Championship Game, and they won","They were in the NFC Championship Game,",contradicted,0.03403846174478531,0.9979141354560852,"the final three minutes of the game. They then beat the defending Super Bowl XLIX champion New England Patriots in the AFC Championship Game, 20–18, by intercepting a pass on New England's 2-point conversion attempt with 17 seconds left on the clock. Despite Manning's problems with interceptions dur"
v1,hybrid_v1+LLM,What year did the Denver Broncos secure a Super Bowl title for the third time?,2015,"The Super Bowl was held on February 7, 2016, at Levi's Stadium in the San Francisco Bay Area at Santa Clara, California. The Super Bowl was played on February 7, 2016, at Levi's Stadium in the San Francisco Bay Area at Santa Clara, California. The Super Bowl was played on","The Super Bowl was held on February 7, 2016, at Levi's Stadium in the San Francisco Bay Area at Santa Clara, California.",supported,0.9449208974838257,0.28683850169181824,50 was an American football game to determine the champion of the National Football League (NFL) for the 2015 season. The American Football Conference (AFC) champion Denver Broncos defeated the National Football Conference (NFC) champion Carolina Panthers 24–10 to earn their third Super Bowl title. 
v1,hybrid_v1+LLM,What year did the Denver Broncos secure a Super Bowl title for the third time?,2015,"The Super Bowl was held on February 7, 2016, at Levi's Stadium in the San Francisco Bay Area at Santa Clara, California. The Super Bowl was played on February 7, 2016, at Levi's Stadium in the San Francisco Bay Area at Santa Clara, California. The Super Bowl was played on","The Super Bowl was played on February 7, 2016, at Levi's Stadium in the San Francisco Bay Area at Santa Clara, California.",supported,0.8863138556480408,0.14556461572647095,50 was an American football game to determine the champion of the National Football League (NFL) for the 2015 season. The American Football Conference (AFC) champion Denver Broncos defeated the National Football Conference (NFC) champion Carolina Panthers 24–10 to earn their third Super Bowl title. 
v1,hybrid_v1+LLM,What year did the Denver Broncos secure a Super Bowl title for the third time?,2015,"The Super Bowl was held on February 7, 2016, at Levi's Stadium in the San Francisco Bay Area at Santa Clara, California. The Super Bowl was played on February 7, 2016, at Levi's Stadium in the San Francisco Bay Area at Santa Clara, California. The Super Bowl was played on",The Super Bowl was played on,unsupported,0.5556180477142334,0.16217021644115448,
v1,bm25_v1+LLM,What city did Super Bowl 50 take place in?,Santa Clara,"The Super Bowl 50 was held in the city of San Francisco, California, on June 4, 2014. The Super Bowl 50 was held in the Bay Area, and was hosted by the NFL. The Super Bowl 50 was the first Super Bowl to be held in the Bay Area. The Super Bowl 50","The Super Bowl 50 was held in the city of San Francisco, California, on June 4, 2014.",unsupported,0.001207257155328989,0.021499028429389,
v1,bm25_v1+LLM,What city did Super Bowl 50 take place in?,Santa Clara,"The Super Bowl 50 was held in the city of San Francisco, California, on June 4, 2014. The Super Bowl 50 was held in the Bay Area, and was hosted by the NFL. The Super Bowl 50 was the first Super Bowl to be held in the Bay Area. The Super Bowl 50","The Super Bowl 50 was held in the Bay Area,",unsupported,0.5270294547080994,0.1433277428150177,
v1,bm25_v1+LLM,What city did Super Bowl 50 take place in?,Santa Clara,"The Super Bowl 50 was held in the city of San Francisco, California, on June 4, 2014. The Super Bowl 50 was held in the Bay Area, and was hosted by the NFL. The Super Bowl 50 was the first Super Bowl to be held in the Bay Area. The Super Bowl 50",was hosted by the NFL.,contradicted,0.49242761731147766,0.8506999015808105,"CBS broadcast Super Bowl 50 in the U.S., and charged an average of $5 million for a 30-second commercial during the game. The Super Bowl 50 halftime show was headlined by the British rock group Coldplay with special guest performers Beyoncé and Bruno Mars, who headlined the Super Bowl XLVII and Supe"
v1,bm25_v1+LLM,What city did Super Bowl 50 take place in?,Santa Clara,"The Super Bowl 50 was held in the city of San Francisco, California, on June 4, 2014. The Super Bowl 50 was held in the Bay Area, and was hosted by the NFL. The Super Bowl 50 was the first Super Bowl to be held in the Bay Area. The Super Bowl 50",The Super Bowl 50 was the first Super Bowl to be held in the Bay Area.,unsupported,0.0017553444486111403,0.006100431550294161,
v1,bm25_v1+LLM,What city did Super Bowl 50 take place in?,Santa Clara,"The Super Bowl 50 was held in the city of San Francisco, California, on June 4, 2014. The Super Bowl 50 was held in the Bay Area, and was hosted by the NFL. The Super Bowl 50 was the first Super Bowl to be held in the Bay Area. The Super Bowl 50",The Super Bowl 50,unsupported,0.11045961827039719,0.38496240973472595,
v1,hybrid_v1+LLM,What city did Super Bowl 50 take place in?,Santa Clara,"San Francisco, California.","San Francisco, California.",unsupported,0.5712328553199768,0.036668822169303894,
v1,bm25_v1+LLM,What stadium did Super Bowl 50 take place in?,Levi's Stadium,"The Super Bowl 50 was held at Levi's Stadium in San Francisco, California, on February 7, 2016. The stadium opened in 2014. The stadium was the first Super Bowl in the San Francisco Bay Area since Super Bowl XXXVII took place in 1985. The Super Bowl XLVII was the first in","The Super Bowl 50 was held at Levi's Stadium in San Francisco, California, on February 7, 2016.",supported,0.9635801315307617,0.4726838171482086,"Denver Broncos defeated the National Football Conference (NFC) champion Carolina Panthers 24–10 to earn their third Super Bowl title. The game was played on February 7, 2016, at Levi's Stadium in the San Francisco Bay Area at Santa Clara, California. As this was the 50th Super Bowl, the league empha"
v1,bm25_v1+LLM,What stadium did Super Bowl 50 take place in?,Levi's Stadium,"The Super Bowl 50 was held at Levi's Stadium in San Francisco, California, on February 7, 2016. The stadium opened in 2014. The stadium was the first Super Bowl in the San Francisco Bay Area since Super Bowl XXXVII took place in 1985. The Super Bowl XLVII was the first in",The stadium opened in 2014.,contradicted,0.8245498538017273,0.948375940322876,"last hosted in 1985 (Super Bowl XIX), held at Stanford Stadium in Stanford, California, won by the home team 49ers. The Miami bid depended on whether the stadium underwent renovations. However, on May 3, 2013, the Florida legislature refused to approve the funding plan to pay for the renovations, de"
v1,bm25_v1+LLM,What stadium did Super Bowl 50 take place in?,Levi's Stadium,"The Super Bowl 50 was held at Levi's Stadium in San Francisco, California, on February 7, 2016. The stadium opened in 2014. The stadium was the first Super Bowl in the San Francisco Bay Area since Super Bowl XXXVII took place in 1985. The Super Bowl XLVII was the first in",The stadium was the first Super Bowl in the San Francisco Bay Area since Super Bowl XXXVII took place in 1985.,contradicted,0.9653854966163635,0.9818947911262512,"25 percent of all money it raises for philanthropic causes in the Bay Area. The committee created the 50 fund as its philanthropic initiative and focuses on providing grants to aid with youth development, community investment and sustainable environments. The league announced on October 16, 2012, th"
v1,bm25_v1+LLM,What stadium did Super Bowl 50 take place in?,Levi's Stadium,"The Super Bowl 50 was held at Levi's Stadium in San Francisco, California, on February 7, 2016. The stadium opened in 2014. The stadium was the first Super Bowl in the San Francisco Bay Area since Super Bowl XXXVII took place in 1985. The Super Bowl XLVII was the first in",The Super Bowl XLVII was the first in,contradicted,0.006553292274475098,0.9961448907852173,"Denver Broncos defeated the National Football Conference (NFC) champion Carolina Panthers 24–10 to earn their third Super Bowl title. The game was played on February 7, 2016, at Levi's Stadium in the San Francisco Bay Area at Santa Clara, California. As this was the 50th Super Bowl, the league empha"
v1,dpr_v1+LLM,What stadium did Super Bowl 50 take place in?,Levi's Stadium,"The Super Bowl was held in the San Francisco Bay Area in the early 2000s. The stadium was built in the early 2000s, and the stadium was renovated in the early 2000s. The stadium was renovated in the early 2000s, and the stadium was renovated in the early 2000s. The",The Super Bowl was held in the San Francisco Bay Area in the early 2000s.,contradicted,0.35172268748283386,0.9862011075019836,"place in San Diego in 2003. The league announced on October 16, 2012, that the two finalists were Sun Life Stadium and Levi's Stadium. The South Florida/Miami area has previously hosted the event 10 times (tied for most with New Orleans), with the most recent one being Super Bowl XLIV in 2010. The S"
v1,dpr_v1+LLM,What stadium did Super Bowl 50 take place in?,Levi's Stadium,"The Super Bowl was held in the San Francisco Bay Area in the early 2000s. The stadium was built in the early 2000s, and the stadium was renovated in the early 2000s. The stadium was renovated in the early 2000s, and the stadium was renovated in the early 2000s. The","The stadium was built in the early 2000s,",contradicted,0.00839640200138092,0.9422237873077393,"the tradition of naming each Super Bowl game with Roman numerals (under which the game would have been known as ""Super Bowl L""), so that the logo could prominently feature the Arabic numerals 50. On May 21, 2013, NFL owners at their spring meetings in Boston voted and awarded the game to Levi's Stad"
v1,dpr_v1+LLM,What stadium did Super Bowl 50 take place in?,Levi's Stadium,"The Super Bowl was held in the San Francisco Bay Area in the early 2000s. The stadium was built in the early 2000s, and the stadium was renovated in the early 2000s. The stadium was renovated in the early 2000s, and the stadium was renovated in the early 2000s. The",the stadium was renovated in the early 2000s.,unsupported,0.00872291624546051,0.1027221530675888,
v1,dpr_v1+LLM,What stadium did Super Bowl 50 take place in?,Levi's Stadium,"The Super Bowl was held in the San Francisco Bay Area in the early 2000s. The stadium was built in the early 2000s, and the stadium was renovated in the early 2000s. The stadium was renovated in the early 2000s, and the stadium was renovated in the early 2000s. The","The stadium was renovated in the early 2000s,",unsupported,0.003039287868887186,0.4077622890472412,
v1,hybrid_v1+LLM,What stadium did Super Bowl 50 take place in?,Levi's Stadium,"The Super Bowl 50 was held in the San Francisco Bay Area in the early 2000s. The stadium was built in the San Francisco Bay Area in the early 2000s, and was the first Super Bowl in the Bay Area since Super Bowl XXXVII in 1985. The stadium was built in the San Francisco",The Super Bowl 50 was held in the San Francisco Bay Area in the early 2000s.,contradicted,0.10861801356077194,0.9992461204528809,"prominently feature the Arabic numerals 50. The league announced on October 16, 2012, that the two finalists were Sun Life Stadium and Levi's Stadium. The South Florida/Miami area has previously hosted the event 10 times (tied for most with New Orleans), with the most recent one being Super Bowl XLI"
v1,hybrid_v1+LLM,What stadium did Super Bowl 50 take place in?,Levi's Stadium,"The Super Bowl 50 was held in the San Francisco Bay Area in the early 2000s. The stadium was built in the San Francisco Bay Area in the early 2000s, and was the first Super Bowl in the Bay Area since Super Bowl XXXVII in 1985. The stadium was built in the San Francisco","The stadium was built in the San Francisco Bay Area in the early 2000s,",unsupported,0.09647310525178909,0.09612128883600235,
v1,hybrid_v1+LLM,What stadium did Super Bowl 50 take place in?,Levi's Stadium,"The Super Bowl 50 was held in the San Francisco Bay Area in the early 2000s. The stadium was built in the San Francisco Bay Area in the early 2000s, and was the first Super Bowl in the Bay Area since Super Bowl XXXVII in 1985. The stadium was built in the San Francisco",was the first Super Bowl in the Bay Area since Super Bowl XXXVII in 1985.,supported,0.9411281943321228,0.9143614768981934,"On May 21, 2013, NFL owners at their spring meetings in Boston voted and awarded the game to Levi's Stadium. The $1.2 billion stadium opened in 2014. It is the first Super Bowl held in the San Francisco Bay Area since Super Bowl XIX in 1985, and the first in California since Super Bowl XXXVII took p"
v1,hybrid_v1+LLM,What stadium did Super Bowl 50 take place in?,Levi's Stadium,"The Super Bowl 50 was held in the San Francisco Bay Area in the early 2000s. The stadium was built in the San Francisco Bay Area in the early 2000s, and was the first Super Bowl in the Bay Area since Super Bowl XXXVII in 1985. The stadium was built in the San Francisco",The stadium was built in the San Francisco,contradicted,0.24807366728782654,0.7760187983512878,"prominently feature the Arabic numerals 50. The league announced on October 16, 2012, that the two finalists were Sun Life Stadium and Levi's Stadium. The South Florida/Miami area has previously hosted the event 10 times (tied for most with New Orleans), with the most recent one being Super Bowl XLI"
v1,bm25_v1+LLM,What was the final score of Super Bowl 50? ,24–10,"The score was the same as the previous Super Bowl, with the exception of the first down conversion. The score was the same as the previous Super Bowl, with the exception of the first down conversion. The score was the same as the previous Super Bowl, with the exception of the first down conversion.","The score was the same as the previous Super Bowl, with the exception of the first down conversion.",contradicted,0.04922086000442505,0.9322822093963623,"(315 to 194) and first downs (21 to 11). Their 194 yards and 11 first downs were both the lowest totals ever by a Super Bowl winning team. The previous record was 244 yards by the Baltimore Ravens in Super Bowl XXXV. Only seven other teams had ever gained less than 200 yards in a Super Bowl, and all"
v1,dpr_v1+LLM,What was the final score of Super Bowl 50? ,24–10,The score was tied at 10:30.,The score was tied at 10:30.,contradicted,0.04603268578648567,0.9891847372055054,"review clearly showed the pass was complete. A few plays later, on 3rd-and-10 from the 15-yard line, linebacker Von Miller knocked the ball out of Newton's hands while sacking him, and Malik Jackson recovered it in the end zone for a Broncos touchdown, giving the team a 10–0 lead. This was the first"
v1,hybrid_v1+LLM,What was the final score of Super Bowl 50? ,24–10,The score was the following:,The score was the following:,unsupported,0.36523666977882385,0.35594990849494934,
