Dataset,Retriever,Question,Gold Answer,LLM Answer,Claim,Claim Label,Entailment Score,Contradiction Score,Evidence Preview
v1,dpr_v1+LLM,How many times was Manning intercepted during the 2015 season?,17,"Manning's interception total was the highest since the start of the season. He was the only player to score a touchdown during the regular season, and he was the only player to score a touchdown during the playoffs.",Manning's interception total was the highest since the start of the season.,unsupported,0.20260079205036163,0.36775678396224976,
v1,dpr_v1+LLM,How many times was Manning intercepted during the 2015 season?,17,"Manning's interception total was the highest since the start of the season. He was the only player to score a touchdown during the regular season, and he was the only player to score a touchdown during the playoffs.","He was the only player to score a touchdown during the regular season,",contradicted,0.0044564176350831985,0.9968045949935913,"with a career-low 67.9 passer rating, throwing for 2,249 yards and nine touchdowns, with 17 interceptions. In contrast, Osweiler threw for 1,967 yards, 10 touchdowns and six interceptions for a rating of 86.4. Veteran receiver Demaryius Thomas led the team with 105 receptions for 1,304 yards and six"
v1,dpr_v1+LLM,How many times was Manning intercepted during the 2015 season?,17,"Manning's interception total was the highest since the start of the season. He was the only player to score a touchdown during the regular season, and he was the only player to score a touchdown during the playoffs.",he was the only player to score a touchdown during the playoffs.,contradicted,0.0029441812075674534,0.9782520532608032,"receptions for 83 yards. Anderson was the game's leading rusher with 90 yards and a touchdown, along with four receptions for 10 yards. Miller had six total tackles (five solo), 2½ sacks, and two forced fumbles. Ware had five total tackles and two sacks. Ward had seven total tackles, a fumble recove"
v1,hybrid_v1+LLM,How many times was Manning intercepted during the 2015 season?,17,Manning's interception total was just over 100 yards.,Manning's interception total was just over 100 yards.,unsupported,0.007575857453048229,0.31145983934402466,
v1,dpr_v1+LLM,Who led the Broncos with 105 receptions?,Demaryius Thomas,The Broncos' offense ranked 19th in scoring with 355 points and did not have any Pro Bowl selections.,The Broncos' offense ranked 19th in scoring with 355 points,unsupported,0.11617816239595413,0.14588461816310883,
v1,dpr_v1+LLM,Who led the Broncos with 105 receptions?,Demaryius Thomas,The Broncos' offense ranked 19th in scoring with 355 points and did not have any Pro Bowl selections.,did not have any Pro Bowl selections.,contradicted,0.5966379046440125,0.9995607733726501,"The Broncos took an early lead in Super Bowl 50 and never trailed. Newton was limited by Denver's defense, which sacked him seven times and forced him into three turnovers, including a fumble which they recovered for a touchdown. Denver linebacker Von Miller was named Super Bowl MVP, recording five "
v1,bm25_v1+LLM,How many touchdowns did Ronnie Hillman make?,5,"Hillman threw for 1,967 yards and 10 touchdowns, with a career-high 1,967 yards and 10 touchdowns. Hillman also threw for 1,967 yards and 10 touchdowns, with a career-high 1,967 yards and 10 touchdowns. Hillman threw for","Hillman threw for 1,967 yards",contradicted,0.008474389091134071,0.9964573979377747,"Manning finished the year with a career-low 67.9 passer rating, throwing for 2,249 yards and nine touchdowns, with 17 interceptions. In contrast, Osweiler threw for 1,967 yards, 10 touchdowns and six interceptions for a rating of 86.4. Veteran receiver Demaryius Thomas led the team with 105 receptio"
v1,bm25_v1+LLM,How many touchdowns did Ronnie Hillman make?,5,"Hillman threw for 1,967 yards and 10 touchdowns, with a career-high 1,967 yards and 10 touchdowns. Hillman also threw for 1,967 yards and 10 touchdowns, with a career-high 1,967 yards and 10 touchdowns. Hillman threw for","10 touchdowns, with a career-high 1,967 yards",contradicted,0.14980459213256836,0.8311890363693237,"yards. Running back C. J. Anderson was the team's leading rusher 863 yards and seven touchdowns, while also catching 25 passes for 183 yards. Running back Ronnie Hillman also made a big impact with 720 yards, five touchdowns, 24 receptions, and a 4.7 yards per carry average. Overall, the offense ran"
v1,bm25_v1+LLM,How many touchdowns did Ronnie Hillman make?,5,"Hillman threw for 1,967 yards and 10 touchdowns, with a career-high 1,967 yards and 10 touchdowns. Hillman also threw for 1,967 yards and 10 touchdowns, with a career-high 1,967 yards and 10 touchdowns. Hillman threw for","Hillman also threw for 1,967 yards",unsupported,0.001750665600411594,0.5470991134643555,
v1,bm25_v1+LLM,How many touchdowns did Ronnie Hillman make?,5,"Hillman threw for 1,967 yards and 10 touchdowns, with a career-high 1,967 yards and 10 touchdowns. Hillman also threw for 1,967 yards and 10 touchdowns, with a career-high 1,967 yards and 10 touchdowns. Hillman threw for",Hillman threw for,contradicted,0.139288529753685,0.8715919256210327,"Manning finished the year with a career-low 67.9 passer rating, throwing for 2,249 yards and nine touchdowns, with 17 interceptions. In contrast, Osweiler threw for 1,967 yards, 10 touchdowns and six interceptions for a rating of 86.4. Veteran receiver Demaryius Thomas led the team with 105 receptio"
v1,dpr_v1+LLM,How many touchdowns did Ronnie Hillman make?,5,"Hillman had three touchdowns, including a touchdown in the first quarter. He had a total of four interceptions, including a sack. He had a total of four sacks, including a sack in the second quarter. He had a total of four interceptions, including a sack in the second quarter. He","Hillman had three touchdowns, including a touchdown in the first quarter.",contradicted,0.0030411758925765753,0.8861656785011292,"fumbles. Ware had five total tackles and two sacks. Ward had seven total tackles, a fumble recovery, and an interception. McManus made all four of his field goals, making him perfect on all 11 attempts during the post-season. Newton completed 18 of 41 passes for 265 yards, with one interception. He "
v1,dpr_v1+LLM,How many touchdowns did Ronnie Hillman make?,5,"Hillman had three touchdowns, including a touchdown in the first quarter. He had a total of four interceptions, including a sack. He had a total of four sacks, including a sack in the second quarter. He had a total of four interceptions, including a sack in the second quarter. He","He had a total of four interceptions, including a sack.",contradicted,0.15213651955127716,0.9794765114784241,"fumbles. Ware had five total tackles and two sacks. Ward had seven total tackles, a fumble recovery, and an interception. McManus made all four of his field goals, making him perfect on all 11 attempts during the post-season. Newton completed 18 of 41 passes for 265 yards, with one interception. He "
v1,dpr_v1+LLM,How many touchdowns did Ronnie Hillman make?,5,"Hillman had three touchdowns, including a touchdown in the first quarter. He had a total of four interceptions, including a sack. He had a total of four sacks, including a sack in the second quarter. He had a total of four interceptions, including a sack in the second quarter. He","He had a total of four sacks, including a sack in the second quarter.",unsupported,0.015046664513647556,0.3838626742362976,
v1,dpr_v1+LLM,How many touchdowns did Ronnie Hillman make?,5,"Hillman had three touchdowns, including a touchdown in the first quarter. He had a total of four interceptions, including a sack. He had a total of four sacks, including a sack in the second quarter. He had a total of four interceptions, including a sack in the second quarter. He","He had a total of four interceptions, including a sack in the second quarter.",contradicted,0.025560352951288223,0.8956134915351868,"fumbles. Ware had five total tackles and two sacks. Ward had seven total tackles, a fumble recovery, and an interception. McManus made all four of his field goals, making him perfect on all 11 attempts during the post-season. Newton completed 18 of 41 passes for 265 yards, with one interception. He "
v1,hybrid_v1+LLM,How many touchdowns did Ronnie Hillman make?,5,"Hillman threw for 1,967 yards and 10 touchdowns, with a career-high of 1,967 yards and 10 touchdowns. He also had a career-high of 1,967 yards and 10 touchdowns, with a career-high of 1,967 yards and 10 touchdowns","Hillman threw for 1,967 yards",contradicted,0.00570756895467639,0.9964573979377747,"Manning finished the year with a career-low 67.9 passer rating, throwing for 2,249 yards and nine touchdowns, with 17 interceptions. In contrast, Osweiler threw for 1,967 yards, 10 touchdowns and six interceptions for a rating of 86.4. Veteran receiver Demaryius Thomas led the team with 105 receptio"
v1,hybrid_v1+LLM,How many touchdowns did Ronnie Hillman make?,5,"Hillman threw for 1,967 yards and 10 touchdowns, with a career-high of 1,967 yards and 10 touchdowns. He also had a career-high of 1,967 yards and 10 touchdowns, with a career-high of 1,967 yards and 10 touchdowns","10 touchdowns, with a career-high of 1,967 yards",contradicted,0.24124574661254883,0.7813958525657654,"yards. Running back C. J. Anderson was the team's leading rusher 863 yards and seven touchdowns, while also catching 25 passes for 183 yards. Running back Ronnie Hillman also made a big impact with 720 yards, five touchdowns, 24 receptions, and a 4.7 yards per carry average. Overall, the offense ran"
v1,hybrid_v1+LLM,How many touchdowns did Ronnie Hillman make?,5,"Hillman threw for 1,967 yards and 10 touchdowns, with a career-high of 1,967 yards and 10 touchdowns. He also had a career-high of 1,967 yards and 10 touchdowns, with a career-high of 1,967 yards and 10 touchdowns","He also had a career-high of 1,967 yards",unsupported,0.00604276405647397,0.07163647562265396,
v1,bm25_v1+LLM,What was Manning's passer rating for the 2015 season?,67.9,"Manning's passer rating was a dismal 0.9, which is a very low number.","Manning's passer rating was a dismal 0.9, which is a very low number.",contradicted,0.0064567867666482925,0.9993261098861694,"set a new record, surpassing the old record of 45 yards set by John Taylor in Super Bowl XXIII. Denver was just 1-of-14 on third down, while Carolina was barely better at 3-of-15. The two teams' combined third down conversion percentage of 13.8 was a Super Bowl low. Manning and Newton had quarterbac"
v1,dpr_v1+LLM,What was Manning's passer rating for the 2015 season?,67.9,"Manning's passer rating was a bit off, but he was a solid performer in the passing game. He was a solid passer in the passing game, but he was also a solid passer in the passing game. He was a solid passer in the passing game, but he was also a solid passer in","Manning's passer rating was a bit off,",unsupported,0.5484817028045654,0.014138749800622463,
v1,dpr_v1+LLM,What was Manning's passer rating for the 2015 season?,67.9,"Manning's passer rating was a bit off, but he was a solid performer in the passing game. He was a solid passer in the passing game, but he was also a solid passer in the passing game. He was a solid passer in the passing game, but he was also a solid passer in",he was a solid performer in the passing game.,contradicted,0.4923429489135742,0.8459106087684631,"coach John Fox (who had won four divisional championships in his four years as Broncos head coach), and the hiring of Gary Kubiak as the new head coach. Under Kubiak, the Broncos planned to install a run-oriented offense with zone blocking to blend in with quarterback Peyton Manning's shotgun passin"
v1,dpr_v1+LLM,What was Manning's passer rating for the 2015 season?,67.9,"Manning's passer rating was a bit off, but he was a solid performer in the passing game. He was a solid passer in the passing game, but he was also a solid passer in the passing game. He was a solid passer in the passing game, but he was also a solid passer in","He was a solid passer in the passing game,",unsupported,0.5989152193069458,0.27768319845199585,
v1,dpr_v1+LLM,What was Manning's passer rating for the 2015 season?,67.9,"Manning's passer rating was a bit off, but he was a solid performer in the passing game. He was a solid passer in the passing game, but he was also a solid passer in the passing game. He was a solid passer in the passing game, but he was also a solid passer in",he was also a solid passer in the passing game.,unsupported,0.010056288912892342,0.3199181854724884,
v1,dpr_v1+LLM,What was Manning's passer rating for the 2015 season?,67.9,"Manning's passer rating was a bit off, but he was a solid performer in the passing game. He was a solid passer in the passing game, but he was also a solid passer in the passing game. He was a solid passer in the passing game, but he was also a solid passer in",he was also a solid passer in,unsupported,0.020062904804944992,0.13962405920028687,
v1,hybrid_v1+LLM,What was Manning's passer rating for the 2015 season?,67.9,"Manning's passer rating was a bit higher than the previous three seasons, but he was still a very good passer. He was also a very good passer in the passing game, and he was also a very good passer in the passing game. He was also a very good passer in the passing game,","Manning's passer rating was a bit higher than the previous three seasons,",unsupported,0.06049467623233795,0.11651289463043213,
v1,hybrid_v1+LLM,What was Manning's passer rating for the 2015 season?,67.9,"Manning's passer rating was a bit higher than the previous three seasons, but he was still a very good passer. He was also a very good passer in the passing game, and he was also a very good passer in the passing game. He was also a very good passer in the passing game,",he was still a very good passer.,unsupported,0.022990860044956207,0.17340143024921417,
v1,hybrid_v1+LLM,What was Manning's passer rating for the 2015 season?,67.9,"Manning's passer rating was a bit higher than the previous three seasons, but he was still a very good passer. He was also a very good passer in the passing game, and he was also a very good passer in the passing game. He was also a very good passer in the passing game,","He was also a very good passer in the passing game,",unsupported,0.0070642526261508465,0.050892479717731476,
v1,hybrid_v1+LLM,What was Manning's passer rating for the 2015 season?,67.9,"Manning's passer rating was a bit higher than the previous three seasons, but he was still a very good passer. He was also a very good passer in the passing game, and he was also a very good passer in the passing game. He was also a very good passer in the passing game,",he was also a very good passer in the passing game.,unsupported,0.018562428653240204,0.348105788230896,
v1,bm25_v1+LLM,How many interceptions did manning have in 2015?,17,"The Broncos have had a number of interceptions in the last three seasons, but have not had a single interception in the last three seasons. The Broncos have had a number of interceptions in the last three seasons, but have not had a single interception in the last three seasons. The Broncos have had a","The Broncos have had a number of interceptions in the last three seasons,",unsupported,0.058699145913124084,0.14121165871620178,
v1,bm25_v1+LLM,How many interceptions did manning have in 2015?,17,"The Broncos have had a number of interceptions in the last three seasons, but have not had a single interception in the last three seasons. The Broncos have had a number of interceptions in the last three seasons, but have not had a single interception in the last three seasons. The Broncos have had a",have not had a single interception in the last three seasons.,contradicted,0.0009213386219926178,0.9911361932754517,"that he had suffered since the summer, and the simple fact that Manning was getting old, as he turned 39 in the 2015 off-season. Although the team had a 7–0 start, Manning led the NFL in interceptions. In week 10, Manning suffered a partial tear of the plantar fasciitis in his left foot. He set the "
v1,bm25_v1+LLM,How many interceptions did manning have in 2015?,17,"The Broncos have had a number of interceptions in the last three seasons, but have not had a single interception in the last three seasons. The Broncos have had a number of interceptions in the last three seasons, but have not had a single interception in the last three seasons. The Broncos have had a",The Broncos have had a,unsupported,0.4290545880794525,0.33353355526924133,
v1,dpr_v1+LLM,How many interceptions did manning have in 2015?,17,"The average completion percentage for manning was 7.5, with a completion percentage of.922.","The average completion percentage for manning was 7.5, with a completion percentage of.922.",contradicted,0.041926510632038116,0.7439866065979004,"all 11 attempts during the post-season. Newton completed 18 of 41 passes for 265 yards, with one interception. He was also the team's leading rusher with 45 yards on six carries. Brown caught four passes for 80 yards, while Ginn had four receptions for 74. Ealy was the top defensive performer for Ca"
v1,hybrid_v1+LLM,How many interceptions did manning have in 2015?,17,"The Broncos have had a number of interceptions in the past, but the most recent one was a game-tying interception by the New York Giants in Week 17. The Giants had a total of 5,868 yards rushing, and the Broncos had a total of 5,868 yards","The Broncos have had a number of interceptions in the past,",unsupported,0.34362056851387024,0.006765810307115316,
v1,hybrid_v1+LLM,How many interceptions did manning have in 2015?,17,"The Broncos have had a number of interceptions in the past, but the most recent one was a game-tying interception by the New York Giants in Week 17. The Giants had a total of 5,868 yards rushing, and the Broncos had a total of 5,868 yards",the most recent one was a game-tying interception by the New York Giants in Week 17.,unsupported,0.0013303010491654277,0.3477546274662018,
v1,hybrid_v1+LLM,How many interceptions did manning have in 2015?,17,"The Broncos have had a number of interceptions in the past, but the most recent one was a game-tying interception by the New York Giants in Week 17. The Giants had a total of 5,868 yards rushing, and the Broncos had a total of 5,868 yards","The Giants had a total of 5,868 yards rushing,",contradicted,0.007900867611169815,0.9313532114028931,"yards. Running back C. J. Anderson was the team's leading rusher 863 yards and seven touchdowns, while also catching 25 passes for 183 yards. Running back Ronnie Hillman also made a big impact with 720 yards, five touchdowns, 24 receptions, and a 4.7 yards per carry average. Overall, the offense ran"
v1,hybrid_v1+LLM,How many interceptions did manning have in 2015?,17,"The Broncos have had a number of interceptions in the past, but the most recent one was a game-tying interception by the New York Giants in Week 17. The Giants had a total of 5,868 yards rushing, and the Broncos had a total of 5,868 yards","the Broncos had a total of 5,868 yards",contradicted,0.04246839880943298,0.60101318359375,"yards. Running back C. J. Anderson was the team's leading rusher 863 yards and seven touchdowns, while also catching 25 passes for 183 yards. Running back Ronnie Hillman also made a big impact with 720 yards, five touchdowns, 24 receptions, and a 4.7 yards per carry average. Overall, the offense ran"
v1,bm25_v1+LLM,What Denver player caught the ball 76 times in the 2015 season?,Emmanuel Sanders,"The Denver Broncos' kicker, Justin Tucker, caught the ball 76 times in the 2015 season.","The Denver Broncos' kicker, Justin Tucker, caught the ball 76 times in the 2015 season.",contradicted,0.0010903868824243546,0.9920127987861633,"Concerns were raised over whether Levi's Stadium's field was of a high enough quality to host a Super Bowl; during the inaugural season, the field had to be re-sodded multiple times due to various issues, and during a week 6 game earlier in the 2015 season, a portion of the turf collapsed under Balt"
v1,dpr_v1+LLM,What Denver player caught the ball 76 times in the 2015 season?,Emmanuel Sanders,"Brandon McManus, who was the only player to catch a touchdown in the 2015 season, caught the ball 76 times in the 2015 season.","Brandon McManus, who was the only player to catch a touchdown in the 2015 season, caught the ball 76 times in the 2015 season.",contradicted,0.0014732073759660125,0.9965879917144775,"In contrast, Osweiler threw for 1,967 yards, 10 touchdowns and six interceptions for a rating of 86.4. Veteran receiver Demaryius Thomas led the team with 105 receptions for 1,304 yards and six touchdowns, while Emmanuel Sanders caught 76 passes for 1,135 yards and six scores, while adding another 1"
v1,hybrid_v1+LLM,What Denver player caught the ball 76 times in the 2015 season?,Emmanuel Sanders,"Denver's offense was led by the likes of DeMarcus Ware, DeMarcus Ware, DeMarcus Ware, DeMarcus Ware, DeMarcus Ware, DeMarcus Ware, DeMarcus Ware, DeMarcus Ware, DeMarcus Ware, DeMarcus Ware, DeMarcus Ware, DeMarcus Ware, DeMarcus","Denver's offense was led by the likes of DeMarcus Ware, DeMarcus Ware, DeMarcus Ware, DeMarcus Ware, DeMarcus Ware, DeMarcus Ware, DeMarcus Ware, DeMarcus Ware, DeMarcus Ware, DeMarcus Ware, DeMarcus Ware, DeMarcus Ware, DeMarcus",contradicted,0.37729188799858093,0.9322694540023804,"2-point conversion, giving Denver a 24–10 lead with 3:08 left and essentially putting the game away. Carolina had two more drives, but failed to get a first down on each one. Manning finished the year with a career-low 67.9 passer rating, throwing for 2,249 yards and nine touchdowns, with 17 interce"
v1,bm25_v1+LLM,Who was the Broncos' leading rusher for the 2015 season?,C. J. Anderson,"The Broncos' leading rusher for the 2015 season was the running back, who was the team's leading rusher for the entire season. The Broncos' leading rusher for the entire season was the running back, who was the team's leading rusher for the entire season. The Broncos' leading rusher for the entire","The Broncos' leading rusher for the 2015 season was the running back, who was the team's leading rusher for the entire season.",contradicted,0.3561592698097229,0.9920787215232849,"Malik Jackson each had 5½ sacks. Pro Bowl linebacker Von Miller led the team with 11 sacks, forced four fumbles, and recovered three. Linebacker DeMarcus Ware was selected to play in the Pro Bowl for the ninth time in his career, ranking second on the team with 7½ sacks. Linebacker Brandon Marshall "
v1,bm25_v1+LLM,Who was the Broncos' leading rusher for the 2015 season?,C. J. Anderson,"The Broncos' leading rusher for the 2015 season was the running back, who was the team's leading rusher for the entire season. The Broncos' leading rusher for the entire season was the running back, who was the team's leading rusher for the entire season. The Broncos' leading rusher for the entire","The Broncos' leading rusher for the entire season was the running back, who was the team's leading rusher for the entire season.",contradicted,0.9828624129295349,0.9989534616470337,"Malik Jackson each had 5½ sacks. Pro Bowl linebacker Von Miller led the team with 11 sacks, forced four fumbles, and recovered three. Linebacker DeMarcus Ware was selected to play in the Pro Bowl for the ninth time in his career, ranking second on the team with 7½ sacks. Linebacker Brandon Marshall "
v1,bm25_v1+LLM,Who was the Broncos' leading rusher for the 2015 season?,C. J. Anderson,"The Broncos' leading rusher for the 2015 season was the running back, who was the team's leading rusher for the entire season. The Broncos' leading rusher for the entire season was the running back, who was the team's leading rusher for the entire season. The Broncos' leading rusher for the entire",The Broncos' leading rusher for the entire,contradicted,0.04602468013763428,0.8790560960769653,"Manning finished the game 13 of 23 for 141 yards with one interception and zero touchdowns. Sanders was his top receiver with six receptions for 83 yards. Anderson was the game's leading rusher with 90 yards and a touchdown, along with four receptions for 10 yards. Miller had six total tackles (five"
v1,dpr_v1+LLM,Who was the Broncos' leading rusher for the 2015 season?,C. J. Anderson,"The Broncos' running back, who was named to the Pro Bowl for the first time in his career, was the only player to have a sack in the first half of the season. The Broncos' running back, who was named to the Pro Bowl for the first time in his career, was the","The Broncos' running back, who was named to the Pro Bowl for the first time in his career, was the only player to have a sack in the first half of the season.",contradicted,0.00251384056173265,0.6981914639472961,"The Broncos' defense ranked first in the NFL yards allowed (4,530) for the first time in franchise history, and fourth in points allowed (296). Defensive ends Derek Wolfe and Malik Jackson each had 5½ sacks. Pro Bowl linebacker Von Miller led the team with 11 sacks, forced four fumbles, and recovere"
v1,dpr_v1+LLM,Who was the Broncos' leading rusher for the 2015 season?,C. J. Anderson,"The Broncos' running back, who was named to the Pro Bowl for the first time in his career, was the only player to have a sack in the first half of the season. The Broncos' running back, who was named to the Pro Bowl for the first time in his career, was the","The Broncos' running back, who was named to the Pro Bowl for the first time in his career, was the",contradicted,0.01809929870069027,0.9332809448242188,"The Broncos' defense ranked first in the NFL yards allowed (4,530) for the first time in franchise history, and fourth in points allowed (296). Defensive ends Derek Wolfe and Malik Jackson each had 5½ sacks. Pro Bowl linebacker Von Miller led the team with 11 sacks, forced four fumbles, and recovere"
v1,hybrid_v1+LLM,Who was the Broncos' leading rusher for the 2015 season?,C. J. Anderson,"The Broncos' defense ranked number one in total yards allowed, passing yards allowed, and sacks allowed, and the team has continued to set numerous individual, league and franchise records. With the defense carrying the team despite the issues with the offense, the Broncos finished the regular season with a 12–4 record","The Broncos' defense ranked number one in total yards allowed, passing yards allowed,",supported,0.9821765422821045,0.43125391006469727,"defensive coordinator Wade Phillips, the Broncos' defense ranked number one in total yards allowed, passing yards allowed and sacks, and like the previous three seasons, the team has continued to set numerous individual, league and franchise records. With the defense carrying the team despite the is"
v1,hybrid_v1+LLM,Who was the Broncos' leading rusher for the 2015 season?,C. J. Anderson,"The Broncos' defense ranked number one in total yards allowed, passing yards allowed, and sacks allowed, and the team has continued to set numerous individual, league and franchise records. With the defense carrying the team despite the issues with the offense, the Broncos finished the regular season with a 12–4 record","the team has continued to set numerous individual, league",supported,0.8134872913360596,0.7612251043319702,"defensive coordinator Wade Phillips, the Broncos' defense ranked number one in total yards allowed, passing yards allowed and sacks, and like the previous three seasons, the team has continued to set numerous individual, league and franchise records. With the defense carrying the team despite the is"
v1,hybrid_v1+LLM,Who was the Broncos' leading rusher for the 2015 season?,C. J. Anderson,"The Broncos' defense ranked number one in total yards allowed, passing yards allowed, and sacks allowed, and the team has continued to set numerous individual, league and franchise records. With the defense carrying the team despite the issues with the offense, the Broncos finished the regular season with a 12–4 record","With the defense carrying the team despite the issues with the offense, the Broncos finished the regular season with a 12–4 record",supported,0.9883530735969543,0.4660898447036743,"defensive coordinator Wade Phillips, the Broncos' defense ranked number one in total yards allowed, passing yards allowed and sacks, and like the previous three seasons, the team has continued to set numerous individual, league and franchise records. With the defense carrying the team despite the is"
v1,bm25_v1+LLM,What was Ronnie Hillman's average yards per carry in 2015?,4.7,The Broncos' average yardage in 2015 was 4.7 yards per carry.,The Broncos' average yardage in 2015 was 4.7 yards per carry.,unsupported,0.26146647334098816,0.2146385759115219,
v1,dpr_v1+LLM,What was Ronnie Hillman's average yards per carry in 2015?,4.7,"Hillman had a career-high 6.5 yards per carry, with a career-high 6.5 yards per carry on the ground. He had a career-high 6.5 yards per carry on the ground, with a career-high 6.5 yards per carry on the field","Hillman had a career-high 6.5 yards per carry, with a career-high 6.5 yards per carry on the ground.",contradicted,0.40842002630233765,0.9934386610984802,"83 yards. Anderson was the game's leading rusher with 90 yards and a touchdown, along with four receptions for 10 yards. Miller had six total tackles (five solo), 2½ sacks, and two forced fumbles. Ware had five total tackles and two sacks. Ward had seven total tackles, a fumble recovery, and an inte"
v1,dpr_v1+LLM,What was Ronnie Hillman's average yards per carry in 2015?,4.7,"Hillman had a career-high 6.5 yards per carry, with a career-high 6.5 yards per carry on the ground. He had a career-high 6.5 yards per carry on the ground, with a career-high 6.5 yards per carry on the field","He had a career-high 6.5 yards per carry on the ground, with a career-high 6.5 yards per carry on the field",contradicted,0.13466303050518036,0.8255394697189331,"83 yards. Anderson was the game's leading rusher with 90 yards and a touchdown, along with four receptions for 10 yards. Miller had six total tackles (five solo), 2½ sacks, and two forced fumbles. Ware had five total tackles and two sacks. Ward had seven total tackles, a fumble recovery, and an inte"
v1,hybrid_v1+LLM,What was Ronnie Hillman's average yards per carry in 2015?,4.7,The average yardage per carry was 4.7 yards per carry.,The average yardage per carry was 4.7 yards per carry.,unsupported,0.5524843335151672,0.5728592872619629,
v1,bm25_v1+LLM,How many yards did the Broncos' defense give up?,"4,530","The Broncos' defense ranked first in the NFL yards allowed (4,530) for the first time in franchise history, and fourth in points allowed (296). Defensive ends Derek Wolfe and Malik Jackson each had 5½ sacks. Pro Bowl linebacker Von Miller led the team with 11 sacks, forced four f","The Broncos' defense ranked first in the NFL yards allowed (4,530) for the first time in franchise history,",supported,0.9123605489730835,0.38387036323547363,"The Broncos' defense ranked first in the NFL yards allowed (4,530) for the first time in franchise history, and fourth in points allowed (296). Defensive ends Derek Wolfe and Malik Jackson each had 5½ sacks. Pro Bowl linebacker Von Miller led the team with 11 sacks, forced four fumbles, and recovere"
v1,bm25_v1+LLM,How many yards did the Broncos' defense give up?,"4,530","The Broncos' defense ranked first in the NFL yards allowed (4,530) for the first time in franchise history, and fourth in points allowed (296). Defensive ends Derek Wolfe and Malik Jackson each had 5½ sacks. Pro Bowl linebacker Von Miller led the team with 11 sacks, forced four f",fourth in points allowed (296).,supported,0.6498859524726868,0.5651903748512268,"The Broncos' defense ranked first in the NFL yards allowed (4,530) for the first time in franchise history, and fourth in points allowed (296). Defensive ends Derek Wolfe and Malik Jackson each had 5½ sacks. Pro Bowl linebacker Von Miller led the team with 11 sacks, forced four fumbles, and recovere"
v1,bm25_v1+LLM,How many yards did the Broncos' defense give up?,"4,530","The Broncos' defense ranked first in the NFL yards allowed (4,530) for the first time in franchise history, and fourth in points allowed (296). Defensive ends Derek Wolfe and Malik Jackson each had 5½ sacks. Pro Bowl linebacker Von Miller led the team with 11 sacks, forced four f",Defensive ends Derek Wolfe,unsupported,0.24116156995296478,0.16637496650218964,
v1,bm25_v1+LLM,How many yards did the Broncos' defense give up?,"4,530","The Broncos' defense ranked first in the NFL yards allowed (4,530) for the first time in franchise history, and fourth in points allowed (296). Defensive ends Derek Wolfe and Malik Jackson each had 5½ sacks. Pro Bowl linebacker Von Miller led the team with 11 sacks, forced four f",Malik Jackson each had 5½ sacks.,contradicted,0.6437579393386841,0.6797996759414673,throughout the AFC playoffs. Super Bowl 50 featured numerous records from individuals and teams. Denver won despite being massively outgained in total yards (315 to 194) and first downs (21 to 11). Their 194 yards and 11 first downs were both the lowest totals ever by a Super Bowl winning team. The 
v1,bm25_v1+LLM,How many yards did the Broncos' defense give up?,"4,530","The Broncos' defense ranked first in the NFL yards allowed (4,530) for the first time in franchise history, and fourth in points allowed (296). Defensive ends Derek Wolfe and Malik Jackson each had 5½ sacks. Pro Bowl linebacker Von Miller led the team with 11 sacks, forced four f","Pro Bowl linebacker Von Miller led the team with 11 sacks, forced four f",unsupported,0.5539456605911255,0.3327617645263672,
v1,dpr_v1+LLM,How many yards did the Broncos' defense give up?,"4,530","The Broncos' defense allowed just 1,000 yards in the first half, and the Broncos' defense allowed just 1,000 yards in the second half.","The Broncos' defense allowed just 1,000 yards in the first half,",contradicted,0.0016846657963469625,0.7415251731872559,"the drive with a 1-yard touchdown run, cutting the score to 10–7 with 11:28 left in the second quarter. Later on, Broncos receiver Jordan Norwood received Brad Nortman's short 28-yard punt surrounded by Panthers players, but none of them attempted to make a tackle, apparently thinking Norwood had ca"
v1,dpr_v1+LLM,How many yards did the Broncos' defense give up?,"4,530","The Broncos' defense allowed just 1,000 yards in the first half, and the Broncos' defense allowed just 1,000 yards in the second half.","the Broncos' defense allowed just 1,000 yards in the second half.",contradicted,0.0024025829043239355,0.8047858476638794,"the drive with a 1-yard touchdown run, cutting the score to 10–7 with 11:28 left in the second quarter. Later on, Broncos receiver Jordan Norwood received Brad Nortman's short 28-yard punt surrounded by Panthers players, but none of them attempted to make a tackle, apparently thinking Norwood had ca"
v1,hybrid_v1+LLM,How many yards did the Broncos' defense give up?,"4,530","The Broncos' defense ranked first in the NFL yards allowed (4,530) for the first time in franchise history, and fourth in points allowed (296). Defensive ends Derek Wolfe and Malik Jackson each had 5½ sacks. Pro Bowl linebacker Von Miller led the team with 11 sacks, forced four f","The Broncos' defense ranked first in the NFL yards allowed (4,530) for the first time in franchise history,",supported,0.9123605489730835,0.38387036323547363,"The Broncos' defense ranked first in the NFL yards allowed (4,530) for the first time in franchise history, and fourth in points allowed (296). Defensive ends Derek Wolfe and Malik Jackson each had 5½ sacks. Pro Bowl linebacker Von Miller led the team with 11 sacks, forced four fumbles, and recovere"
