Dataset,Retriever,Question,Gold Answer,LLM Answer,Retrieved Context Preview,TopK,Mean Retrieval Score,Retrieval Hit@K,Exact Match,F1,BLEU,ROUGE-L,Semantic Similarity,Num Claims,Supported Claims,Unsupported Claims,Contradicted Claims,Faithfulness,Extrinsic Hallucination Rate,Intrinsic Hallucination Rate,Hallucination Rate,Step Time Sec
v1,dpr_v1+LLM,How many points did the Broncos defense allow their opponents to get?,296,"The Broncos allowed their opponents to get a total of 5,865 points.","The Broncos defeated the Pittsburgh Steelers in the divisional round, 23–16, by scoring 11 points in the final three minutes of the game. They then beat the defending Super Bowl XLIX champion New England Patriots in the AFC Championship Game, 20–18, by intercepting a pass on New England's 2-point conversion attempt with 17 seconds left on the clock. Despite Manning's problems with interceptions during the season, he didn't throw any in their two playoff games. With 4:51 left in regulation, Carol",5,0.6162153840065002,1,0,0.0,0.0,0.0,0.111136794,1,0,0,1,0.0,0.0,1.0,1.0,0.8379840850830078
v1,hybrid_v1+LLM,How many points did the Broncos defense allow their opponents to get?,296,The Broncos allowed their opponents to get a first down on each of their first three plays.,"The Panthers seemed primed to score on their opening drive of the second half when Newton completed a 45-yard pass to Ted Ginn Jr. on the Denver 35-yard line on their second offensive play. But the Broncos defense halted the drive on the 26-yard line, and it ended with no points when Graham Gano hit the uprights on a 44-yard field goal attempt. After the miss, Manning completed a pair of passes to Emmanuel Sanders for gains of 25 and 22 yards, setting up McManus' 33-yard field goal that gave the",5,0.8368114138697464,1,0,0.0,0.0,0.0,0.072650835,1,0,0,1,0.0,0.0,1.0,1.0,0.9019062519073486
v1,bm25_v1+LLM,Which linebacker had the most sacks on the team?,Von Miller,"The Broncos' defense ranked first in the NFL sacks allowed (4,530) for the first time in franchise history, and fourth in points allowed (296). Defensive ends Derek Wolfe and Malik Jackson each had 5½ sacks. Pro Bowl linebacker Von Miller led the team with 11 sacks, forced four f","The Broncos' defense ranked first in the NFL yards allowed (4,530) for the first time in franchise history, and fourth in points allowed (296). Defensive ends Derek Wolfe and Malik Jackson each had 5½ sacks. Pro Bowl linebacker Von Miller led the team with 11 sacks, forced four fumbles, and recovered three. Linebacker DeMarcus Ware was selected to play in the Pro Bowl for the ninth time in his career, ranking second on the team with 7½ sacks. Linebacker Brandon Marshall led the team in total tac",5,16.228503343043933,1,0,0.07843137254901959,1.2743248999128778,0.07692307692307693,0.26407352,5,0,0,5,0.0,0.0,1.0,1.0,1.4693646430969238
v1,dpr_v1+LLM,Which linebacker had the most sacks on the team?,Von Miller,"The Panthers defense ranked first in the NFL in sacks (9), and second in the NFL in total yards allowed (4,530). The Panthers line also featured veteran defensive end Jared Allen, a 5-time Pro Bowl defensive end who was the NFL's active career sack leader with 136, along with","The Panthers defense gave up just 308 points, ranking sixth in the league, while also leading the NFL in interceptions with 24 and boasting four Pro Bowl selections. Pro Bowl defensive tackle Kawann Short led the team in sacks with 11, while also forcing three fumbles and recovering two. Fellow lineman Mario Addison added 6½ sacks. The Panthers line also featured veteran defensive end Jared Allen, a 5-time pro bowler who was the NFL's active career sack leader with 136, along with defensive end ",5,0.6275801658630371,1,0,0.0,0.0,0.0,0.11969157,3,1,0,2,0.3333333333333333,0.0,0.6666666666666666,0.6666666666666666,1.3165504932403564
v1,hybrid_v1+LLM,Which linebacker had the most sacks on the team?,Von Miller,"The Broncos' defense ranked first in the NFL sacks allowed (4,530) for the first time in franchise history, and fourth in points allowed (296). Defensive ends Derek Wolfe and Malik Jackson each had 5½ sacks. Pro Bowl linebacker Von Miller led the team with 11 sacks, forced four f","The Broncos' defense ranked first in the NFL yards allowed (4,530) for the first time in franchise history, and fourth in points allowed (296). Defensive ends Derek Wolfe and Malik Jackson each had 5½ sacks. Pro Bowl linebacker Von Miller led the team with 11 sacks, forced four fumbles, and recovered three. Linebacker DeMarcus Ware was selected to play in the Pro Bowl for the ninth time in his career, ranking second on the team with 7½ sacks. Linebacker Brandon Marshall led the team in total tac",5,0.895277003238605,1,0,0.07843137254901959,1.2743248999128778,0.07692307692307693,0.26407352,5,0,0,5,0.0,0.0,1.0,1.0,1.705650806427002
v1,bm25_v1+LLM,Which linebacker led the Broncos in tackles?,Brandon Marshall,"The Broncos' defense ranked first in the NFL yards allowed (4,530) for the first time in franchise history, and fourth in points allowed (296). Defensive ends Derek Wolfe and Malik Jackson each had 5½ sacks. Pro Bowl linebacker Von Miller led the team with 11 sacks, forced four f","The Broncos' defense ranked first in the NFL yards allowed (4,530) for the first time in franchise history, and fourth in points allowed (296). Defensive ends Derek Wolfe and Malik Jackson each had 5½ sacks. Pro Bowl linebacker Von Miller led the team with 11 sacks, forced four fumbles, and recovered three. Linebacker DeMarcus Ware was selected to play in the Pro Bowl for the ninth time in his career, ranking second on the team with 7½ sacks. Linebacker Brandon Marshall led the team in total tac",5,18.38858022283653,1,0,0.0,0.0,0.0,0.21156293,5,4,1,0,0.8,0.2,0.0,0.2,1.1711909770965576
v1,dpr_v1+LLM,Which linebacker led the Broncos in tackles?,Brandon Marshall,"The Broncos' defense ranked first in the NFL's yards allowed (4,530) for the first time in franchise history, and fourth in points allowed (296). Defensive ends Derek Wolfe and Malik Jackson each had 5½ sacks. Pro Bowl linebacker Von Miller led the team with 11 sacks, forced four","The Broncos' defense ranked first in the NFL yards allowed (4,530) for the first time in franchise history, and fourth in points allowed (296). Defensive ends Derek Wolfe and Malik Jackson each had 5½ sacks. Pro Bowl linebacker Von Miller led the team with 11 sacks, forced four fumbles, and recovered three. Linebacker DeMarcus Ware was selected to play in the Pro Bowl for the ninth time in his career, ranking second on the team with 7½ sacks. Linebacker Brandon Marshall led the team in total tac",5,0.5986060261726379,1,0,0.0,0.0,0.0,0.21400644,5,4,1,0,0.8,0.2,0.0,0.2,1.3999710083007812
v1,hybrid_v1+LLM,Which linebacker led the Broncos in tackles?,Brandon Marshall,"The Broncos' defense ranked first in the NFL's yards allowed (4,530) for the first time in franchise history, and fourth in points allowed (296). Defensive ends Derek Wolfe and Malik Jackson each had 5½ sacks. Pro Bowl linebacker Von Miller led the team with 11 sacks, forced four","The Broncos' defense ranked first in the NFL yards allowed (4,530) for the first time in franchise history, and fourth in points allowed (296). Defensive ends Derek Wolfe and Malik Jackson each had 5½ sacks. Pro Bowl linebacker Von Miller led the team with 11 sacks, forced four fumbles, and recovered three. Linebacker DeMarcus Ware was selected to play in the Pro Bowl for the ninth time in his career, ranking second on the team with 7½ sacks. Linebacker Brandon Marshall led the team in total tac",5,0.9116995768243388,1,0,0.0,0.0,0.0,0.21400644,5,4,1,0,0.8,0.2,0.0,0.2,1.208592176437378
v1,bm25_v1+LLM,How many interceptions did Aqib Talib have for the regular season?,three.,"Talib had a career-high 649 yards and five touchdowns, while Talib had a career-high 613 yards and five touchdowns. Talib had a career-high 613 yards and five touchdowns, while Talib had a career-high 613 yards and five touchdowns. Tal","The Broncos' defense ranked first in the NFL yards allowed (4,530) for the first time in franchise history, and fourth in points allowed (296). Defensive ends Derek Wolfe and Malik Jackson each had 5½ sacks. Pro Bowl linebacker Von Miller led the team with 11 sacks, forced four fumbles, and recovered three. Linebacker DeMarcus Ware was selected to play in the Pro Bowl for the ninth time in his career, ranking second on the team with 7½ sacks. Linebacker Brandon Marshall led the team in total tac",5,16.20988405125016,1,0,0.0,0.8522452865706931,0.0,0.07461043,2,0,2,0,0.0,1.0,0.0,1.0,1.0262372493743896
v1,dpr_v1+LLM,How many interceptions did Aqib Talib have for the regular season?,three.,"Talib had a total of 5,852 yards and 6 touchdowns. He had a total of 5,852 yards and 6 touchdowns. He had a total of 5,852 yards and 6 touchdowns. He had a total of 5,852 yards and 6 touchdowns. He had","Manning finished the game 13 of 23 for 141 yards with one interception and zero touchdowns. Sanders was his top receiver with six receptions for 83 yards. Anderson was the game's leading rusher with 90 yards and a touchdown, along with four receptions for 10 yards. Miller had six total tackles (five solo), 2½ sacks, and two forced fumbles. Ware had five total tackles and two sacks. Ward had seven total tackles, a fumble recovery, and an interception. McManus made all four of his field goals, mak",5,0.5392865061759948,1,0,0.0,0.7947529289544674,0.0,0.19159548,2,0,0,2,0.0,0.0,1.0,1.0,1.0594255924224854
v1,hybrid_v1+LLM,How many interceptions did Aqib Talib have for the regular season?,three.,"Talib had a career-high 649 yards and five touchdowns, while Talib had a career-high 613 yards and five touchdowns. Talib had a career-high 613 yards and five touchdowns, while Talib had a career-high 613 yards and five touchdowns. Tal","The Broncos' defense ranked first in the NFL yards allowed (4,530) for the first time in franchise history, and fourth in points allowed (296). Defensive ends Derek Wolfe and Malik Jackson each had 5½ sacks. Pro Bowl linebacker Von Miller led the team with 11 sacks, forced four fumbles, and recovered three. Linebacker DeMarcus Ware was selected to play in the Pro Bowl for the ninth time in his career, ranking second on the team with 7½ sacks. Linebacker Brandon Marshall led the team in total tac",5,0.7860735007671569,1,0,0.0,0.8522452865706931,0.0,0.07461043,2,0,0,2,0.0,0.0,1.0,1.0,1.143775463104248
v1,bm25_v1+LLM,Who forced four fumbles for the Broncos in the 2015 season?,Von Miller,"The Broncos' offense was led by quarterback Peyton Manning, who led the team in sacks with 11, while also forcing three fumbles and recovering two. Manning's season was also plagued by injuries, as he was sidelined with a foot injury that forced him to miss the entire 2015 season. The Broncos'","The Panthers defense gave up just 308 points, ranking sixth in the league, while also leading the NFL in interceptions with 24 and boasting four Pro Bowl selections. Pro Bowl defensive tackle Kawann Short led the team in sacks with 11, while also forcing three fumbles and recovering two. Fellow lineman Mario Addison added 6½ sacks. The Panthers line also featured veteran defensive end Jared Allen, a 5-time pro bowler who was the NFL's active career sack leader with 136, along with defensive end ",5,24.911499930223883,1,0,0.0,0.0,0.0,0.123650566,3,0,1,2,0.0,0.3333333333333333,0.6666666666666666,1.0,1.2767930030822754
v1,dpr_v1+LLM,Who forced four fumbles for the Broncos in the 2015 season?,Von Miller,"The Broncos' defense was led by Von Miller, who was the only player to score a touchdown in Super Bowl 50. The Broncos' offense was led by Von Miller, who was the only player to score a touchdown in Super Bowl 50. The Broncos' defense was led by Von Miller, who was","The Broncos took an early lead in Super Bowl 50 and never trailed. Newton was limited by Denver's defense, which sacked him seven times and forced him into three turnovers, including a fumble which they recovered for a touchdown. Denver linebacker Von Miller was named Super Bowl MVP, recording five solo tackles, 2½ sacks, and two forced fumbles. After each team punted, Panthers quarterback Cam Newton appeared to complete a 24-yard pass Jerricho Cotchery, but the call was ruled an incompletion an",5,0.5957722067832947,1,0,0.037037037037037035,1.2743248999128778,0.07407407407407407,0.38178888,3,1,1,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.118354320526123
v1,hybrid_v1+LLM,Who forced four fumbles for the Broncos in the 2015 season?,Von Miller,"The Broncos' offense was led by quarterback Peyton Manning, who led the team in sacks with 11, while also forcing three fumbles and recovering two. Manning's season was also plagued by injuries, as he was sidelined with a foot injury that forced him to miss the entire 2015 season. The Broncos'","The Panthers defense gave up just 308 points, ranking sixth in the league, while also leading the NFL in interceptions with 24 and boasting four Pro Bowl selections. Pro Bowl defensive tackle Kawann Short led the team in sacks with 11, while also forcing three fumbles and recovering two. Fellow lineman Mario Addison added 6½ sacks. The Panthers line also featured veteran defensive end Jared Allen, a 5-time pro bowler who was the NFL's active career sack leader with 136, along with defensive end ",5,0.8619334473705335,1,0,0.0,0.0,0.0,0.123650566,3,0,1,2,0.0,0.3333333333333333,0.6666666666666666,1.0,1.310943603515625
v1,bm25_v1+LLM,What Denver player had 109 tackels for the 2015 season?,Linebacker Brandon Marshall,Peyton Manning.,"Various gold-themed promotions and initiatives were held throughout the 2015 NFL season to tie into the ""Golden Super Bowl""; gold-tinted logos were implemented across the NFL's properties and painted on fields, the numbering of the 50-yard line on fields was colored gold, and beginning on week 7, all sideline jackets and hats featured gold-trimmed logos. Gold footballs were given to each high school that has had a player or coach appear in the Super Bowl, and ""homecoming"" events were also held b",5,15.94296175439548,0,0,0.0,0.0,0.0,0.41749358,0,0,0,0,0.0,0.0,0.0,0.0,0.6628003120422363
v1,dpr_v1+LLM,What Denver player had 109 tackels for the 2015 season?,Linebacker Brandon Marshall,Brandon McManus.,"Denver took the opening kickoff and started out strong with Peyton Manning completing an 18-yard pass to tight end Owen Daniels and a 22-yard throw to receiver Andre Caldwell. A pair of carries by C. J. Anderson moved the ball up 20 yards to the Panthers 14-yard line, but Carolina's defense dug in over the next three plays. First, linebacker Shaq Thompson tackled Ronnie Hillman for a 3-yard loss. Then after an incompletion, Thomas Davis tackled Anderson for a 1-yard gain on third down, forcing D",5,0.49474105834960935,1,0,0.4,0.0,0.4,0.5514365,0,0,0,0,0.0,0.0,0.0,0.0,0.6917383670806885
v1,hybrid_v1+LLM,What Denver player had 109 tackels for the 2015 season?,Linebacker Brandon Marshall,Peyton Manning.,"Denver took the opening kickoff and started out strong with Peyton Manning completing an 18-yard pass to tight end Owen Daniels and a 22-yard throw to receiver Andre Caldwell. A pair of carries by C. J. Anderson moved the ball up 20 yards to the Panthers 14-yard line, but Carolina's defense dug in over the next three plays. First, linebacker Shaq Thompson tackled Ronnie Hillman for a 3-yard loss. Then after an incompletion, Thomas Davis tackled Anderson for a 1-yard gain on third down, forcing D",5,0.8309006422627083,0,0,0.0,0.0,0.0,0.41749358,0,0,0,0,0.0,0.0,0.0,0.0,0.6986777782440186
v1,bm25_v1+LLM,What two Denver players ranked at 5 percent for sacks?,Derek Wolfe and Malik Jackson,1. The Broncos have a very good defense.,"With 4:51 left in regulation, Carolina got the ball on their own 24-yard line with a chance to mount a game-winning drive, and soon faced 3rd-and-9. On the next play, Miller stripped the ball away from Newton, and after several players dove for it, it took a long bounce backwards and was recovered by Ward, who returned it five yards to the Panthers 4-yard line. Although several players dove into the pile to attempt to recover it, Newton did not and his lack of aggression later earned him heavy c",5,11.988115172821825,1,0,0.0,0.0,0.0,0.31221008,1,1,0,0,1.0,0.0,0.0,0.0,0.8326854705810547
v1,dpr_v1+LLM,What two Denver players ranked at 5 percent for sacks?,Derek Wolfe and Malik Jackson,"The Broncos' defense ranked first in the NFL sacks allowed (4,530) for the first time in franchise history, and fourth in points allowed (296). Defensive ends Derek Wolfe and Malik Jackson each had 5½ sacks. Pro Bowl linebacker Von Miller led the team with 11 sacks, forced four f","The Broncos' defense ranked first in the NFL yards allowed (4,530) for the first time in franchise history, and fourth in points allowed (296). Defensive ends Derek Wolfe and Malik Jackson each had 5½ sacks. Pro Bowl linebacker Von Miller led the team with 11 sacks, forced four fumbles, and recovered three. Linebacker DeMarcus Ware was selected to play in the Pro Bowl for the ninth time in his career, ranking second on the team with 7½ sacks. Linebacker Brandon Marshall led the team in total tac",5,0.556017005443573,1,0,0.1851851851851852,5.964725726909486,0.18181818181818182,0.30894125,5,0,0,5,0.0,0.0,1.0,1.0,1.6312103271484375
v1,hybrid_v1+LLM,What two Denver players ranked at 5 percent for sacks?,Derek Wolfe and Malik Jackson,"Denver's defense ranked first in the NFL sacks allowed (4,530) for the first time in franchise history, and fourth in points allowed (296). Defensive end Derek Wolfe was the only player to have a sack in the game, and he was the only player to have a sack in","With 4:51 left in regulation, Carolina got the ball on their own 24-yard line with a chance to mount a game-winning drive, and soon faced 3rd-and-9. On the next play, Miller stripped the ball away from Newton, and after several players dove for it, it took a long bounce backwards and was recovered by Ward, who returned it five yards to the Panthers 4-yard line. Although several players dove into the pile to attempt to recover it, Newton did not and his lack of aggression later earned him heavy c",5,0.8242751492701986,1,0,0.1111111111111111,1.4361596821521563,0.10714285714285714,0.302474,4,1,0,3,0.25,0.0,0.75,0.75,1.3433012962341309
v1,bm25_v1+LLM,Who lost to the Panthers in the divisional round of the playoffs?,Seattle Seahawks,"The Broncos had a great season, but the Panthers were a little shaky in the divisional round of the playoffs. The team had a great start to the season, but the Panthers were a little shaky in the divisional round of the playoffs. The Broncos had a great start to the season, but","The Panthers beat the Seattle Seahawks in the divisional round, running up a 31–0 halftime lead and then holding off a furious second half comeback attempt to win 31–24, avenging their elimination from a year earlier. The Panthers then blew out the Arizona Cardinals in the NFC Championship Game, 49–15, racking up 487 yards and forcing seven turnovers. Following their loss in the divisional round of the previous season's playoffs, the Denver Broncos underwent numerous coaching changes, including ",5,29.171813698226526,1,0,0.0,0.0,0.0,0.38720638,4,0,1,3,0.0,0.25,0.75,1.0,1.3900671005249023
v1,dpr_v1+LLM,Who lost to the Panthers in the divisional round of the playoffs?,Seattle Seahawks,The Panthers.,"The Panthers beat the Seattle Seahawks in the divisional round, running up a 31–0 halftime lead and then holding off a furious second half comeback attempt to win 31–24, avenging their elimination from a year earlier. The Panthers then blew out the Arizona Cardinals in the NFC Championship Game, 49–15, racking up 487 yards and forcing seven turnovers. Despite waiving longtime running back DeAngelo Williams and losing top wide receiver Kelvin Benjamin to a torn ACL in the preseason, the Carolina ",5,0.6225446939468384,1,0,0.0,0.0,0.0,0.7129451,0,0,0,0,0.0,0.0,0.0,0.0,0.6912117004394531
v1,hybrid_v1+LLM,Who lost to the Panthers in the divisional round of the playoffs?,Seattle Seahawks,The Panthers.,"The Panthers beat the Seattle Seahawks in the divisional round, running up a 31–0 halftime lead and then holding off a furious second half comeback attempt to win 31–24, avenging their elimination from a year earlier. The Panthers then blew out the Arizona Cardinals in the NFC Championship Game, 49–15, racking up 487 yards and forcing seven turnovers. On Carolina's next possession fullback Mike Tolbert lost a fumble while being tackled by safety Darian Stewart, which linebacker Danny Trevathan r",5,0.8422310311587096,1,0,0.0,0.0,0.0,0.7129451,0,0,0,0,0.0,0.0,0.0,0.0,0.6996099948883057
v1,bm25_v1+LLM,Who did the Panthers face in the NFC Championship Game?,Arizona Cardinals,The Panthers.,"The Panthers beat the Seattle Seahawks in the divisional round, running up a 31–0 halftime lead and then holding off a furious second half comeback attempt to win 31–24, avenging their elimination from a year earlier. The Panthers then blew out the Arizona Cardinals in the NFC Championship Game, 49–15, racking up 487 yards and forcing seven turnovers. The Panthers finished the regular season with a 15–1 record, and quarterback Cam Newton was named the NFL Most Valuable Player (MVP). They defeate",5,26.933009792416936,1,0,0.0,0.0,0.0,0.53511614,0,0,0,0,0.0,0.0,0.0,0.0,0.6621963977813721
v1,dpr_v1+LLM,Who did the Panthers face in the NFC Championship Game?,Arizona Cardinals,"The Panthers had a tough road game, but they were able to get off to a good start. The Panthers were able to score touchdowns on their first drive of the second half, but the Broncos were able to score touchdowns on their second drive of the second half, but the Panthers were able to score","The Panthers beat the Seattle Seahawks in the divisional round, running up a 31–0 halftime lead and then holding off a furious second half comeback attempt to win 31–24, avenging their elimination from a year earlier. The Panthers then blew out the Arizona Cardinals in the NFC Championship Game, 49–15, racking up 487 yards and forcing seven turnovers. The Panthers seemed primed to score on their opening drive of the second half when Newton completed a 45-yard pass to Ted Ginn Jr. on the Denver 3",5,0.6690590381622314,1,0,0.0,0.0,0.0,0.21230778,5,0,1,4,0.0,0.2,0.8,1.0,1.4291057586669922
v1,hybrid_v1+LLM,Who did the Panthers face in the NFC Championship Game?,Arizona Cardinals,The Panthers.,"The Panthers beat the Seattle Seahawks in the divisional round, running up a 31–0 halftime lead and then holding off a furious second half comeback attempt to win 31–24, avenging their elimination from a year earlier. The Panthers then blew out the Arizona Cardinals in the NFC Championship Game, 49–15, racking up 487 yards and forcing seven turnovers. The Panthers finished the regular season with a 15–1 record, and quarterback Cam Newton was named the NFL Most Valuable Player (MVP). They defeate",5,0.8182186356534809,1,0,0.0,0.0,0.0,0.53511614,0,0,0,0,0.0,0.0,0.0,0.0,0.6957979202270508
v1,bm25_v1+LLM,How many total yards did the Panthers have in the NFC Championship?,487,"The Panthers had a total of 5,838 yards in the NFC Championship game. The Panthers had a total of 5,838 yards in the NFC Championship game. The Panthers had a total of 5,838 yards in the NFC Championship game. The Panthers had a total of 5,8","The Panthers beat the Seattle Seahawks in the divisional round, running up a 31–0 halftime lead and then holding off a furious second half comeback attempt to win 31–24, avenging their elimination from a year earlier. The Panthers then blew out the Arizona Cardinals in the NFC Championship Game, 49–15, racking up 487 yards and forcing seven turnovers. Manning finished the game 13 of 23 for 141 yards with one interception and zero touchdowns. Sanders was his top receiver with six receptions for 8",5,26.926835263976557,1,0,0.0,0.0,0.0,0.049468644,2,0,1,1,0.0,0.5,0.5,1.0,0.9913549423217773
v1,dpr_v1+LLM,How many total yards did the Panthers have in the NFC Championship?,487,"The Panthers had a total of 15,000 yards in the NFC Championship Game.","Despite waiving longtime running back DeAngelo Williams and losing top wide receiver Kelvin Benjamin to a torn ACL in the preseason, the Carolina Panthers had their best regular season in franchise history, becoming the seventh team to win at least 15 regular season games since the league expanded to a 16-game schedule in 1978. Carolina started the season 14–0, not only setting franchise records for the best start and the longest single-season winning streak, but also posting the best start to a",5,0.6435212254524231,1,0,0.0,0.0,0.0,0.002473222,1,0,1,0,0.0,1.0,0.0,1.0,0.8131368160247803
v1,hybrid_v1+LLM,How many total yards did the Panthers have in the NFC Championship?,487,"The Panthers had a total of 5,838 yards in the NFC Championship game. The Panthers had a total of 5,838 yards in the NFC Championship game. The Panthers had a total of 5,838 yards in the NFC Championship game. The Panthers had a total of 5,8","The Panthers beat the Seattle Seahawks in the divisional round, running up a 31–0 halftime lead and then holding off a furious second half comeback attempt to win 31–24, avenging their elimination from a year earlier. The Panthers then blew out the Arizona Cardinals in the NFC Championship Game, 49–15, racking up 487 yards and forcing seven turnovers. Despite waiving longtime running back DeAngelo Williams and losing top wide receiver Kelvin Benjamin to a torn ACL in the preseason, the Carolina ",5,0.8767622888243543,1,0,0.0,0.0,0.0,0.049468644,2,0,0,2,0.0,0.0,1.0,1.0,1.0250818729400635
v1,bm25_v1+LLM,How many times did Arizona turn the ball over in the NFC Championship?,seven,The answer is a hundred.,"The Panthers beat the Seattle Seahawks in the divisional round, running up a 31–0 halftime lead and then holding off a furious second half comeback attempt to win 31–24, avenging their elimination from a year earlier. The Panthers then blew out the Arizona Cardinals in the NFC Championship Game, 49–15, racking up 487 yards and forcing seven turnovers. The Panthers finished the regular season with a 15–1 record, and quarterback Cam Newton was named the NFL Most Valuable Player (MVP). They defeate",5,21.95586205486572,1,0,0.0,0.0,0.0,0.32672426,1,0,0,1,0.0,0.0,1.0,1.0,0.8164417743682861
v1,dpr_v1+LLM,How many times did Arizona turn the ball over in the NFC Championship?,seven,The answer is a total of four.,"The Panthers beat the Seattle Seahawks in the divisional round, running up a 31–0 halftime lead and then holding off a furious second half comeback attempt to win 31–24, avenging their elimination from a year earlier. The Panthers then blew out the Arizona Cardinals in the NFC Championship Game, 49–15, racking up 487 yards and forcing seven turnovers. With 4:51 left in regulation, Carolina got the ball on their own 24-yard line with a chance to mount a game-winning drive, and soon faced 3rd-and-",5,0.517307698726654,1,0,0.0,0.0,0.0,0.38515428,1,0,0,1,0.0,0.0,1.0,1.0,0.8301658630371094
v1,hybrid_v1+LLM,How many times did Arizona turn the ball over in the NFC Championship?,seven,"The answer is a resounding ""No"".","The Panthers beat the Seattle Seahawks in the divisional round, running up a 31–0 halftime lead and then holding off a furious second half comeback attempt to win 31–24, avenging their elimination from a year earlier. The Panthers then blew out the Arizona Cardinals in the NFC Championship Game, 49–15, racking up 487 yards and forcing seven turnovers. The Panthers finished the regular season with a 15–1 record, and quarterback Cam Newton was named the NFL Most Valuable Player (MVP). They defeate",5,0.854482671070684,1,0,0.0,0.0,0.0,0.10947173,1,0,0,1,0.0,0.0,1.0,1.0,0.8208227157592773
v1,bm25_v1+LLM,What was the final score of the game between the Panthers and the Seahawks?,31–24,The score was tied at 14–14. The score was tied at 14–14. The score was tied at 14–14. The score was tied at 14–14. The score was tied at 14–14. The score was tied at 14–14. The score was tied at 14,"There would be no more scoring in the third quarter, but early in the fourth, the Broncos drove to the Panthers 41-yard line. On the next play, Ealy knocked the ball out of Manning's hand as he was winding up for a pass, and then recovered it for Carolina on the 50-yard line. A 16-yard reception by Devin Funchess and a 12-yard run by Stewart then set up Gano's 39-yard field goal, cutting the Panthers deficit to one score at 16–10. The next three drives of the game would end in punts. CBS set the",5,32.840009622581285,0,0,0.0,0.0,0.0,0.43885595,2,0,0,2,0.0,0.0,1.0,1.0,0.9519367218017578
v1,dpr_v1+LLM,What was the final score of the game between the Panthers and the Seahawks?,31–24,"The Panthers had a great game, and the Seahawks had a great game. The Panthers had a great game, and the Seahawks had a great game. The Panthers had a great game, and the Seahawks had a great game. The Panthers had a great game, and the Seahawks had a great game","The Panthers beat the Seattle Seahawks in the divisional round, running up a 31–0 halftime lead and then holding off a furious second half comeback attempt to win 31–24, avenging their elimination from a year earlier. The Panthers then blew out the Arizona Cardinals in the NFC Championship Game, 49–15, racking up 487 yards and forcing seven turnovers. The Panthers seemed primed to score on their opening drive of the second half when Newton completed a 45-yard pass to Ted Ginn Jr. on the Denver 3",5,0.6649097323417663,1,0,0.0,0.0,0.0,0.023960501,3,0,0,3,0.0,0.0,1.0,1.0,1.1091501712799072
v1,hybrid_v1+LLM,What was the final score of the game between the Panthers and the Seahawks?,31–24,"The Panthers had a good game, but the Seahawks were a little more aggressive than the Panthers. The Seahawks had a good game, but the Panthers were a little more aggressive than the Panthers. The Seahawks had a good game, but the Panthers were a little more aggressive than the Panthers. The Seahawks","There would be no more scoring in the third quarter, but early in the fourth, the Broncos drove to the Panthers 41-yard line. On the next play, Ealy knocked the ball out of Manning's hand as he was winding up for a pass, and then recovered it for Carolina on the 50-yard line. A 16-yard reception by Devin Funchess and a 12-yard run by Stewart then set up Gano's 39-yard field goal, cutting the Panthers deficit to one score at 16–10. The next three drives of the game would end in punts. The Panther",5,0.8424327492272035,1,0,0.0,0.0,0.0,0.019987851,4,0,3,1,0.0,0.75,0.25,1.0,1.2643852233886719
v1,bm25_v1+LLM,What was the team the Carolina Panthers played immediately prior to the NFC Championship game? ,Seattle Seahawks,The Carolina Panthers were the only team to have won the Super Bowl in the Super Bowl. The Panthers were the only team to have won the Super Bowl in the Super Bowl. The Panthers were the only team to have won the Super Bowl in the Super Bowl. The Panthers were the only team to have,"Despite waiving longtime running back DeAngelo Williams and losing top wide receiver Kelvin Benjamin to a torn ACL in the preseason, the Carolina Panthers had their best regular season in franchise history, becoming the seventh team to win at least 15 regular season games since the league expanded to a 16-game schedule in 1978. Carolina started the season 14–0, not only setting franchise records for the best start and the longest single-season winning streak, but also posting the best start to a",5,34.775266706717375,1,0,0.0,0.0,0.0,0.38036495,3,0,0,3,0.0,0.0,1.0,1.0,1.0227255821228027
v1,dpr_v1+LLM,What was the team the Carolina Panthers played immediately prior to the NFC Championship game? ,Seattle Seahawks,The Panthers were the first team to win at least 15 regular season games since the league expanded to a 16-game schedule in 1978. The Panthers were the first team to win at least 15 regular season games since the league expanded to a 16-game schedule in 1978. The Panthers were the first team,"Despite waiving longtime running back DeAngelo Williams and losing top wide receiver Kelvin Benjamin to a torn ACL in the preseason, the Carolina Panthers had their best regular season in franchise history, becoming the seventh team to win at least 15 regular season games since the league expanded to a 16-game schedule in 1978. Carolina started the season 14–0, not only setting franchise records for the best start and the longest single-season winning streak, but also posting the best start to a",5,0.6217259407043457,1,0,0.0,0.0,0.0,0.34519088,2,0,0,2,0.0,0.0,1.0,1.0,0.9753434658050537
